"","results"
"156",NA
"157",0.971234122157122
"158",0.931160876191625
"159",0.470313968881428
"160",0.531555737630232
"161",0.506133356406911
"162",0.366918770699441
"163",0.302566908493107
"164",0.377800115796873
"165",0.704997294782334
"166",16
"167",NA
"168",0.972528449887849
"169",0.953329488145167
"170",0.504971307714513
"171",0.419778830319314
"172",0.485891922333577
"173",0.592411318552802
"174",0.475779944581878
"175",0.373961897630972
"176",0.525561379172168
"177",17
"178",NA
"179",0.954377898793711
"180",0.925643090373333
"181",0.515985433042273
"182",0.433820754983094
"183",0.419207605032591
"184",0.357537837067327
"185",0.378877989699379
"186",0.370942725841454
"187",0.57364011244593
"188",18
"189",NA
"190",0.965720192009214
"191",0.895391982537046
"192",0.547141571570533
"193",0.783944587365893
"194",0.481515316620629
"195",0.373180851888102
"196",0.525675153409201
"197",0.286267325461364
"198",0.468868159471278
"199",19
"200",NA
"201",0.964417061828882
"202",0.886917650979969
"203",0.615314441099537
"204",0.506270470622281
"205",0.382681539894197
"206",0.441066571914035
"207",0.49803869566745
"208",0.413261531773197
"209",0.318199685162577
"210",20
"211",NA
"212",0.962210130500783
"213",0.953948635830645
"214",0.496490622353628
"215",0.641283371736929
"216",0.814723035139061
"217",0.345653283957656
"218",0.815407570240353
"219",0.456954306823934
"220",0.43692946239487
"221",21
"222",NA
"223",0.959099838532088
"224",0.930738013469479
"225",0.475766026599179
"226",0.378166294197757
"227",0.338086062512096
"228",0.592798987039164
"229",0.343443101948263
"230",0.319181279873581
"231",0.424194449799525
"232",22
"233",NA
"234",0.968180822899457
"235",0.429810865085206
"236",0.578003141121067
"237",0.381586474826879
"238",0.780169391140144
"239",0.487024716350078
"240",0.357260243472675
"241",0.450774334424187
"242",0.333155361540858
"243",23
"244",NA
"245",0.977666856649725
"246",0.933132675279116
"247",0.945592927716652
"248",0.504356986896472
"249",0.342398859983281
"250",0.487661473796515
"251",0.413111461587552
"252",0.316097051723211
"253",0.461024521847492
"254",24
"255",NA
"256",0.987989447362713
"257",0.941142623546812
"258",0.516523269483846
"259",0.459266587221762
"260",0.301500404722149
"261",0.32296205144769
"262",0.586136588526067
"263",0.442500201372916
"264",0.362810423636963
"265",25
"266",NA
"267",0.971514653929658
"268",0.917771897108208
"269",0.426228618674649
"270",0.506549287940524
"271",0.526154828532311
"272",0.389531737926883
"273",0.40409387919765
"274",0.339070560298114
"275",0.469202341411408
"276",26
"277",NA
"278",0.957551172519169
"279",0.937493406136155
"280",0.917411686057046
"281",0.779776601546867
"282",0.498826456182166
"283",0.513840615602251
"284",0.411375939552644
"285",0.366771384796076
"286",0.53412973785018
"287",27
"288",NA
"289",0.967204701106545
"290",0.946054925035717
"291",0.504022944090952
"292",0.445185616120737
"293",0.387381510549383
"294",0.469451860312876
"295",0.421498057212529
"296",0.538517690217202
"297",0.357644291197648
"298",28
"299",NA
"300",0.984318375463407
"301",0.924547317053765
"302",0.513676195582285
"303",0.396653100220239
"304",0.826485561076297
"305",0.560657185788257
"306",0.455112383749063
"307",0.440344279474498
"308",0.498808860806491
"309",29
"310",NA
"311",0.969079458330121
"312",0.942927796366987
"313",0.898369881893073
"314",0.392761218452065
"315",0.400157858170263
"316",0.574273796530815
"317",0.383085304577404
"318",0.474115778246215
"319",0.413966317396478
"320",30
"321",NA
"322",0.972675344087809
"323",0.963781363668344
"324",0.401657270612896
"325",0.414017869652482
"326",0.418342687461976
"327",0.388995423791419
"328",0.397404187069638
"329",0.765033030613283
"330",0.33944496115149
"331",31
"332",NA
"333",0.979634718869471
"334",0.953439413922693
"335",0.410228122302174
"336",0.406994282785308
"337",0.376591794347546
"338",0.579703668861712
"339",0.529856623059132
"340",0.437930336110396
"341",0.273642132302809
"342",32
"343",NA
"344",0.957785759068617
"345",0.936891829715472
"346",0.513214475101063
"347",0.418615591735867
"348",0.392786253532139
"349",0.453226076787962
"350",0.471159372872213
"351",0.345431235972705
"352",0.42848964667583
"353",33
"354",NA
"355",0.971787822394748
"356",0.915598488853721
"357",0.495883078184724
"358",0.375684046354506
"359",0.438244003291206
"360",0.361712472639308
"361",0.483934413929671
"362",0.314864289495798
"363",0.468971537335134
"364",34
"365",NA
"366",0.981953839401315
"367",0.95193086867512
"368",0.830082935326556
"369",0.762384360561675
"370",0.488390263431691
"371",0.416770475151563
"372",0.59536006382504
"373",0.368873430426413
"374",0.504968661882425
"375",35
"376",NA
"377",0.965795434120963
"378",0.914117553244364
"379",0.488678553446728
"380",0.680774163371015
"381",0.330757804506111
"382",0.336508043060413
"383",0.712754753871497
"384",0.299567265929297
"385",0.542663814872642
"386",36
"387",NA
"388",0.975064851668181
"389",0.93598351533965
"390",0.535803960699063
"391",0.357272219229268
"392",0.528798439291685
"393",0.318977600533458
"394",0.449404681737398
"395",0.447181035492966
"396",0.442354061915685
"397",37
"398",NA
"399",0.955832814758052
"400",0.956317089273052
"401",0.906552596840651
"402",0.409576649856836
"403",0.503461389852436
"404",0.343090889544753
"405",0.369127197020266
"406",0.398344826397455
"407",0.372372508128287
"408",38
"409",NA
"410",0.954000527865859
"411",0.921428722928131
"412",0.465531472702919
"413",0.395582200522282
"414",0.562722934025008
"415",0.411852926047806
"416",0.378559652902888
"417",0.485779435298319
"418",0.497510714008113
"419",39
"420",NA
"421",0.967928614881165
"422",0.950687346041632
"423",0.490396245145996
"424",0.38082057653784
"425",0.50652904042008
"426",0.363856057325775
"427",0.507754593683417
"428",0.431851923068324
"429",0.575112890747431
"430",40
"431",NA
"432",0.976290179909892
"433",0.94288352318478
"434",0.886144776040522
"435",0.577155695227569
"436",0.403861535625431
"437",0.513998553875608
"438",0.411245039237543
"439",0.385969056272233
"440",0.560271346556931
"441",41
"442",NA
"443",0.962333350808647
"444",0.920400612775441
"445",0.496316954574429
"446",0.840583333125012
"447",0.352366170517974
"448",0.725462974658171
"449",0.402106108857698
"450",0.360646021553648
"451",0.539151964030385
"452",42
"453",NA
"454",0.960925223740849
"455",0.963907177778602
"456",0.500453203269769
"457",0.589810382613323
"458",0.423481927170895
"459",0.415500791205361
"460",0.416690273964841
"461",0.356419994561928
"462",0.342385866299739
"463",43
"464",NA
"465",0.953201457554858
"466",0.956598127006972
"467",0.46051386797078
"468",0.386677363427227
"469",0.38942440761068
"470",0.463796392503273
"471",0.43725607972103
"472",0.353018963359224
"473",0.476205633519962
"474",44
"475",NA
"476",0.968056517141233
"477",0.920145605420524
"478",0.475790871969928
"479",0.655408180894851
"480",0.417193920887614
"481",0.423429776721119
"482",0.394568472189472
"483",0.394238812859933
"484",0.418823684964411
"485",45
"486",NA
"487",0.962359088561505
"488",0.42554793229811
"489",0.916141133547344
"490",0.807322120496674
"491",0.447510796744311
"492",0.716730439146228
"493",0.288599141357927
"494",0.313864598860267
"495",0.408036471147683
"496",46
"497",NA
"498",0.968260476092859
"499",0.958431443355405
"500",0.923509737590144
"501",0.517065354918082
"502",0.505416577423716
"503",0.447590909726113
"504",0.331042011082537
"505",0.490567254871951
"506",0.368194736738587
"507",47
"508",NA
"509",0.983154931495965
"510",0.928250567710808
"511",0.865665903324062
"512",0.39417060738354
"513",0.839468309826874
"514",0.396832801042116
"515",0.61329770031605
"516",0.291096217150779
"517",0.452372599643929
"518",48
"519",NA
"520",0.984537595083947
"521",0.940958721733769
"522",0.430888844899662
"523",0.493752468321364
"524",0.359445249214911
"525",0.4943349214463
"526",0.458191236152015
"527",0.496856383963255
"528",0.58249305230202
"529",49
"530",NA
"531",0.96552473139564
"532",0.94146476802023
"533",0.86377089043006
"534",0.444811311079159
"535",0.312340830726987
"536",0.316255619233922
"537",0.434183641440927
"538",0.357081197660742
"539",0.346359061876498
"540",50
"541",NA
"542",0.941143943391053
"543",0.937993870088852
"544",0.88655129373244
"545",0.761386417116571
"546",0.497940404973138
"547",0.395131529634117
"548",0.385912511709441
"549",0.492745915013531
"550",0.296622721610223
"551",51
"552",NA
"553",0.97984229748294
"554",0.943331864791155
"555",0.826793594348314
"556",0.793556581805067
"557",0.460238561185931
"558",0.330318556942582
"559",0.341316209868161
"560",0.343770593086451
"561",0.444267476066454
"562",52
"563",NA
"564",0.962085222814516
"565",0.936252847484329
"566",0.865824367292802
"567",0.885261574720539
"568",0.377849359426463
"569",0.432470641706032
"570",0.341992422782534
"571",0.347065741820897
"572",0.474752805447442
"573",53
"574",NA
"575",0.972634160082469
"576",0.936063538445411
"577",0.850609890988496
"578",0.436879011243749
"579",0.277157683817686
"580",0.483261710293104
"581",0.397639274814376
"582",0.304849208435604
"583",0.404458501071039
"584",54
"585",NA
"586",0.975018096332999
"587",0.934067564470358
"588",0.498362336390771
"589",0.402318857224705
"590",0.367021045830876
"591",0.348628399403923
"592",0.501390178081463
"593",0.320735826309856
"594",0.361554760198735
"595",55
"596",NA
"597",0.980853906406697
"598",0.927118114461369
"599",0.877422595782741
"600",0.44897842848906
"601",0.410902768669627
"602",0.497992702424169
"603",0.479542732693298
"604",0.428833669399689
"605",0.379742550420683
"606",56
"607",NA
"608",0.980739921859867
"609",0.945976624062321
"610",0.887508775568257
"611",0.400900527797278
"612",0.416762291798612
"613",0.44096934169285
"614",0.335327331566712
"615",0.449208742279349
"616",0.457663882361627
"617",57
"618",NA
"619",0.969442505618597
"620",0.916658619978318
"621",0.885029598913251
"622",0.804897418815676
"623",0.570699465133442
"624",0.569562309181287
"625",0.433219371232739
"626",0.526665047993655
"627",0.443796453283846
"628",58
"629",NA
"630",0.96579589361566
"631",0.941765104205854
"632",0.888456859430801
"633",0.513379100339295
"634",0.736332775447141
"635",0.433163207510161
"636",0.45907828841979
"637",0.52218369774094
"638",0.453567257516103
"639",59
"640",NA
"641",0.964328120353755
"642",0.901023954380735
"643",0.49766262866746
"644",0.461788270776562
"645",0.370159842755351
"646",0.472929418872502
"647",0.388200563623928
"648",0.391656875533449
"649",0.472255969254468
"650",60
"651",NA
"652",0.947422470896343
"653",0.966068663351133
"654",0.918743648566155
"655",0.404595540212881
"656",0.280189954891122
"657",0.539305234971471
"658",0.395692473234799
"659",0.584587122403469
"660",0.437162499585889
"661",61
"662",NA
"663",0.966927161879061
"664",0.95670519334575
"665",0.854275995270277
"666",0.37324282705449
"667",0.433763158342606
"668",0.461192551922494
"669",0.386639947826408
"670",0.369641883858965
"671",0.50265503073669
"672",62
"673",NA
"674",0.96355180552457
"675",0.94582021672356
"676",0.934714951228976
"677",0.380809002944344
"678",0.343117545495276
"679",0.503103347388012
"680",0.508891195584377
"681",0.368101066675407
"682",0.309358540904805
"683",63
"684",NA
"685",0.95787822196729
"686",0.931491342610713
"687",0.468891924058209
"688",0.788144763245043
"689",0.593766229480093
"690",0.384369069747861
"691",0.358114058061057
"692",0.249115812487943
"693",0.458996569714479
"694",64
"695",NA
"696",0.976147928063206
"697",0.950424111389587
"698",0.56379897606869
"699",0.388960186544882
"700",0.409394018188993
"701",0.436962449052945
"702",0.378214961300168
"703",0.415704601461134
"704",0.750703889803344
"705",65
"706",NA
"707",0.961425077426398
"708",0.923717360619586
"709",0.929736938416632
"710",0.423240051478127
"711",0.403268296956348
"712",0.466432126555668
"713",0.313910264651325
"714",0.355818465008409
"715",0.353866700261456
"716",66
"717",NA
"718",0.980712326437041
"719",0.904735148960196
"720",0.890605971829691
"721",0.800639103027299
"722",0.446914095353238
"723",0.431730658878246
"724",0.354661007143188
"725",0.41191728593468
"726",0.432621670546924
"727",67
"728",NA
"729",0.961212165664271
"730",0.418737307169528
"731",0.882839384226026
"732",0.505788760649152
"733",0.491363155790201
"734",0.594387068799078
"735",0.404938280688717
"736",0.382330257317448
"737",0.511594558703731
"738",68
"739",NA
"740",0.963399022523392
"741",0.935637130282503
"742",0.461516889328582
"743",0.408435934383189
"744",0.452205879350905
"745",0.444795718471431
"746",0.47898364365806
"747",0.323550976973955
"748",0.368931075705216
"749",69
"750",NA
"751",0.972738005915725
"752",0.432285897577685
"753",0.428221698083057
"754",0.427035015642382
"755",0.28799443506729
"756",0.402587575429013
"757",0.535603523027138
"758",0.472364943020593
"759",0.562598323305931
"760",70
"761",NA
"762",0.961354668347751
"763",0.945440976762142
"764",0.489031510698173
"765",0.39480503148381
"766",0.508013946297698
"767",0.283257819490186
"768",0.531772657709776
"769",0.368981066708093
"770",0.423212709085999
"771",71
"772",NA
"773",0.96260889295214
"774",0.951820868434657
"775",0.549653026349214
"776",0.325385963996966
"777",0.313789006279326
"778",0.321185790612306
"779",0.436535778756905
"780",0.396521748883954
"781",0.403722849735993
"782",72
"783",NA
"784",0.987990010128839
"785",0.941369421673005
"786",0.482223405794243
"787",0.900829116594997
"788",0.382927162610166
"789",0.407735668172508
"790",0.326412975303982
"791",0.351332107438108
"792",0.393679286883826
"793",73
"794",NA
"795",0.962322180777562
"796",0.939156406388284
"797",0.832191952871568
"798",0.489150066033636
"799",0.476812337746319
"800",0.673204054401917
"801",0.40290582056112
"802",0.767223414130361
"803",0.418426948233951
"804",74
"805",NA
"806",0.959872072420449
"807",0.958634714856138
"808",0.899731809922122
"809",0.490246357697488
"810",0.503140394803546
"811",0.446994527204851
"812",0.372277688698632
"813",0.426989023462441
"814",0.33725266805354
"815",75
"816",NA
"817",0.972593080537973
"818",0.427053208400844
"819",0.894937785816751
"820",0.39434348097576
"821",0.592008812463136
"822",0.685903278516085
"823",0.399590044721918
"824",0.4911184390315
"825",0.330317522016185
"826",76
"827",NA
"828",0.972661253952691
"829",0.953209303596609
"830",0.607901978384169
"831",0.42350385105797
"832",0.465694425492242
"833",0.451572409196166
"834",0.358173981619186
"835",0.365511575810953
"836",0.463661784481238
"837",77
"838",NA
"839",0.968485584617026
"840",0.910270701732656
"841",0.493182007826648
"842",0.694081529224995
"843",0.331374280752028
"844",0.342450436502817
"845",0.439418389563036
"846",0.520603130904114
"847",0.298913121807263
"848",78
"849",NA
"850",0.96939446412616
"851",0.932125975102279
"852",0.547231429268363
"853",0.794396565603295
"854",0.783793881967957
"855",0.454252016792595
"856",0.492314098554736
"857",0.443433200097128
"858",0.308090550574079
"859",79
"860",NA
"861",0.966715315156118
"862",0.909824330159307
"863",0.914077551430581
"864",0.393792793983222
"865",0.439363428956128
"866",0.310076352350981
"867",0.355384167336997
"868",0.381637097871954
"869",0.524371562849347
"870",80
"871",NA
"872",0.964847424985335
"873",0.421237878715989
"874",0.890764581912189
"875",0.399568948436578
"876",0.446024898847387
"877",0.511185327988796
"878",0.378947266260015
"879",0.433543896557319
"880",0.358593648994932
"881",81
"882",NA
"883",0.969307760074448
"884",0.939690280124868
"885",0.949375804268262
"886",0.402308599250705
"887",0.456355571749035
"888",0.394395298358648
"889",0.433660796636709
"890",0.513518409213294
"891",0.262003320169748
"892",82
"893",NA
"894",0.982171864786837
"895",0.951524193362633
"896",0.502737643240456
"897",0.357552945645433
"898",0.692580231862299
"899",0.442547958016447
"900",0.506082041920109
"901",0.493381358001725
"902",0.428619376204828
"903",83
"904",NA
"905",0.971345683434308
"906",0.908271971552982
"907",0.884014989218649
"908",0.424191718065377
"909",0.746215113866298
"910",0.393413174768516
"911",0.420524630059375
"912",0.428465769725532
"913",0.339842297379289
"914",84
"915",NA
"916",0.955375939500358
"917",0.934028974093944
"918",0.48368013021989
"919",0.836248574296323
"920",0.48413604996682
"921",0.368927029853083
"922",0.421710368857959
"923",0.439673820463577
"924",0.475347299611055
"925",85
"926",NA
"927",0.977492453036845
"928",0.963558876024931
"929",0.565882903011574
"930",0.469128511479208
"931",0.794151839342496
"932",0.406408616215806
"933",0.394850721674194
"934",0.355690172903155
"935",0.449964736305932
"936",86
"937",NA
"938",0.964918737213969
"939",0.938274706344523
"940",0.477898419939072
"941",0.723086235707645
"942",0.578325752734654
"943",0.602604562232785
"944",0.4543912871856
"945",0.516528651949827
"946",0.412376809501462
"947",87
"948",NA
"949",0.978531559894732
"950",0.905170671281459
"951",0.546997327590561
"952",0.765100493031626
"953",0.484461766450527
"954",0.417289387630273
"955",0.29593020223684
"956",0.301544878104286
"957",0.553977123100175
"958",88
"959",NA
"960",0.968055253845247
"961",0.944761914761868
"962",0.891697775243199
"963",0.750400329450151
"964",0.429936914238994
"965",0.593133606884246
"966",0.394469140488695
"967",0.309975765946964
"968",0.369118221591299
"969",89
"970",NA
"971",0.98204401686874
"972",0.901426436772292
"973",0.875205784111083
"974",0.524102336872689
"975",0.533132673434826
"976",0.415940722760047
"977",0.373932855855053
"978",0.412023702407252
"979",0.399655850353363
"980",90
"981",NA
"982",0.971646870554436
"983",0.929217097465967
"984",0.92234041481571
"985",0.377013157423146
"986",0.316895860638969
"987",0.391262765377422
"988",0.567735399859823
"989",0.446866791807899
"990",0.407706347180663
"991",91
"992",NA
"993",0.979611106176692
"994",0.917008562634801
"995",0.890784916098552
"996",0.365705006720657
"997",0.323820682872408
"998",0.313538883446228
"999",0.44036255469984
"1000",0.389570160812006
"1001",0.392189154440769
"1002",92
"1003",NA
"1004",0.969329167171145
"1005",0.946449026739733
"1006",0.468100835669365
"1007",0.870109180050376
"1008",0.746762267833998
"1009",0.346720821664461
"1010",0.525501698038672
"1011",0.471979409305648
"1012",0.451628069645024
"1013",93
"1014",NA
"1015",0.96694815028431
"1016",0.929577607554152
"1017",0.527072469138182
"1018",0.88170933812893
"1019",0.579972099202637
"1020",0.54100291398981
"1021",0.568298219034448
"1022",0.323836874611044
"1023",0.460529680784642
"1024",94
"1025",NA
"1026",0.97265098123119
"1027",0.948794023385991
"1028",0.851675919199275
"1029",0.407296171631654
"1030",0.532514149662066
"1031",0.402254323611315
"1032",0.433814259291918
"1033",0.339840854833151
"1034",0.377486693255223
"1035",95
"1036",NA
"1037",0.957371209623364
"1038",0.933559652570884
"1039",0.536004420508313
"1040",0.368760283345104
"1041",0.372065667752852
"1042",0.654600189616854
"1043",0.603205679849147
"1044",0.355607623878208
"1045",0.426824331814224
"1046",96
"1047",NA
"1048",0.976130265289829
"1049",0.424861408243693
"1050",0.876560098880675
"1051",0.449723362412112
"1052",0.629999144308844
"1053",0.312247328233267
"1054",0.715984066580885
"1055",0.421835024186382
"1056",0.442936295347534
"1057",97
"1058",NA
"1059",0.984561064789408
"1060",0.95757302662951
"1061",0.898898736216614
"1062",0.4338581195509
"1063",0.490345704111413
"1064",0.543131026222397
"1065",0.388808505089019
"1066",0.35431397053459
"1067",0.360342782949443
"1068",98
"1069",NA
"1070",0.967867019600263
"1071",0.890145840552875
"1072",0.882715958743337
"1073",0.443668317000003
"1074",0.466693475798479
"1075",0.486770454121886
"1076",0.355954700681208
"1077",0.376240156980826
"1078",0.529472581286182
"1079",99
"1080",NA
"1081",0.97739058640054
"1082",0.945123718805766
"1083",0.501926306376286
"1084",0.416204545829688
"1085",0.834203026532332
"1086",0.400474634147689
"1087",0.400961724809879
"1088",0.518414609799409
"1089",0.449157999107238
"1090",100
"1091",NA
"1092",0.981969783258233
"1093",0.907119837248682
"1094",0.904037777925756
"1095",0.417534313263608
"1096",0.406320998466926
"1097",0.325103465366982
"1098",0.417859564369862
"1099",0.311082315769759
"1100",0.407197019406106
