"","results"
"272",0.764275950448526
"273",0.406010826714082
"274",0.514106031165847
"275",0.478506350106332
"276",0.402449752809127
"277",0.721142909344651
"278",0.432380724932448
"279",0.77097675759729
"280",0.393495717974045
"281",0.531849794331376
"282",0.546867737437381
"283",0.813716318396905
"284",0.394737639936656
"285",0.544100341716027
"286",0.805892864863912
"287",0.509056779141664
"288",0.38775128582591
"289",0.388253344396983
"290",0.836258790570153
"291",0.385188719398726
"292",0.384556643578921
"293",0.405640430902104
"294",0.339161878955384
"295",0.403477260271126
"296",0.307686979360891
"297",0.561652886954989
"298",0.393659765610499
"299",0.503653744003014
"300",0.581228800850205
"301",0.351277911526164
"302",0.41271272700415
"303",0.370773036271175
"304",5
"305",0.439468361171709
"306",0.780516465516633
"307",0.418160601951286
"308",0.412787818601339
"309",0.403799296707123
"310",0.375133257750796
"311",0.337268486076613
"312",0.625781272288442
"313",0.34734130884197
"314",0.316475072065134
"315",0.450941385764627
"316",0.423991606060548
"317",0.481798770760509
"318",0.387828617449396
"319",0.707294600910805
"320",0.386571666592441
"321",0.344261603242641
"322",0.40694155518825
"323",0.449449704432959
"324",0.424929724082783
"325",0.413757203748188
"326",0.385477740929707
"327",0.445241322772174
"328",0.538530244490542
"329",0.353947062002311
"330",0.405503714557466
"331",0.364605678872525
"332",0.698300114475686
"333",0.69081897870756
"334",0.368737609666771
"335",0.33678625425402
"336",0.362309824397575
"337",0.43623826642598
"338",0.872920683817214
"339",0.69231632506287
"340",0.478056110291913
"341",0.339419687812729
"342",0.831394442779467
"343",0.349952965409109
"344",0.324813943021114
"345",0.432610936019806
"346",0.889733626959434
"347",0.44919332012454
"348",0.368853691001611
"349",0.526697196180621
"350",0.865434324018625
"351",0.797944365992467
"352",0.490311505283273
"353",0.33257656656648
"354",0.817354094332154
"355",0.36070159083517
"356",0.718963588840316
"357",0.741494553443457
"358",0.434360346499883
"359",0.455032595743978
"360",0.338853887201214
"361",0.572580259081414
"362",0.386004056248321
"363",0.326705369378968
"364",0.485244640083446
"365",0.51418310897426
"366",0.490086101588516
"367",0.359255888683753
"368",0.400726454819223
"369",0.37097719240487
"370",0.825026880704854
"371",0.400191457021228
"372",0.540893640037466
"373",0.464549185788381
"374",0.482315815269614
"375",0.437904159114829
"376",0.833461288353042
"377",0.347358270266771
"378",0.492552383771073
"379",0.450089381673247
"380",0.416770614888489
"381",0.442580238496984
"382",0.398340267973612
"383",0.398320385064303
"384",0.689387496874627
"385",0.374090538987373
"386",0.467393333674868
"387",0.444627669213758
"388",0.468201384126105
"389",0.426560343628641
"390",0.411057830851256
"391",0.363879329603329
"392",0.466708957403119
"393",0.415391598875679
"394",0.828247295641696
"395",0.375351729819845
"396",0.721714362372376
"397",0.862716257401395
"398",0.350428115003638
"399",0.68966695671902
"400",0.45537208626032
"401",0.488280626412106
"402",0.846658606987473
"403",0.428219527167085
"404",0.636063074123906
"405",6
"406",0.503912131144309
"407",0.403014841574005
"408",0.450888227111751
"409",0.662778623624979
"410",0.403888865510648
"411",0.428110867979577
"412",0.417119350172178
"413",0.424903560275678
"414",0.429886939205147
"415",0.771906994194784
"416",0.724112194342337
"417",0.423024183052332
"418",0.549621130576045
"419",0.369219305789936
"420",0.506010779758748
"421",0.381661900689937
"422",0.458877247306414
"423",0.579458590390727
"424",0.432071595203524
"425",0.785292178136774
"426",0.525524908263189
"427",0.572288315104132
"428",0.406481773892407
"429",0.410622714761717
"430",0.549087919733965
"431",0.680764369338829
"432",0.576504614618794
"433",0.38233618963312
"434",0.741063302313369
"435",0.440812255593685
"436",0.480461103860796
"437",0.357086484246288
"438",0.580841546012491
"439",0.355514737808676
"440",0.348033356765361
"441",0.316260118777725
"442",0.420967812959863
"443",0.431128574842156
"444",0.419896368402051
"445",0.495353292347636
"446",0.77198408549103
"447",0.442175305853913
"448",0.46362409647194
"449",0.424026504369911
"450",0.443411754994794
"451",0.524873133469239
"452",0.420702029304423
"453",0.581528847329177
"454",0.800061357868732
"455",0.427882963094217
"456",0.445621857908752
"457",0.848213307084633
"458",0.642130017460009
"459",0.682723630757546
"460",0.471423187015266
"461",0.329913577499335
"462",0.374767053709347
"463",0.393451485660857
"464",0.383246894641617
"465",0.355628035712224
"466",0.413622936714161
"467",0.334431953730759
"468",0.551086960979922
"469",0.297803693365455
"470",0.380154960191472
"471",0.505388488024264
"472",0.349938980341971
"473",0.375992820428085
"474",0.363998094800387
"475",0.406270052999577
"476",0.825714006801252
"477",0.676807300414375
"478",0.484435543707093
"479",0.793438266599991
"480",0.768154072826773
"481",0.370487145486019
"482",0.358806596428694
"483",0.590045649247585
"484",0.44057192483147
"485",0.324840921081168
"486",0.582581199940149
"487",0.797043675532876
"488",0.46119507799176
"489",0.451475197539146
"490",0.38649658915187
"491",0.421559352105844
"492",0.366652395594131
"493",0.322634303423593
"494",0.405497931613541
"495",0.426458074570037
"496",0.474343703378337
"497",0.424780752122169
"498",0.672958277072592
"499",0.896369762016113
"500",0.494101281772515
"501",0.587163711304313
"502",0.613361280985742
"503",0.575529223628642
"504",0.390226245828106
"505",0.810950666566755
"506",7
"507",0.588638560060886
"508",0.477117479593363
"509",0.443171989802232
"510",0.45317492352658
"511",0.878954977390164
"512",0.348435547910536
"513",0.484825799179153
"514",0.389606213687398
"515",0.364619891540414
"516",0.393860041464431
"517",0.773352182747122
"518",0.389247822955044
"519",0.401786363224534
"520",0.508033048471612
"521",0.416119450890015
"522",0.400972601939824
"523",0.479588553043879
"524",0.419100651918689
"525",0.463720040539746
"526",0.763279884392719
"527",0.404888745896299
"528",0.422292795243615
"529",0.886739734646045
"530",0.731510089946319
"531",0.416304357552755
"532",0.43496058052409
"533",0.353439428829301
"534",0.771205508047142
"535",0.508013348254401
"536",0.775035089765017
"537",0.466574600441166
"538",0.774813054807591
"539",0.608602968662159
"540",0.383284404407625
"541",0.811865265808707
"542",0.800175889362142
"543",0.431766633726859
"544",0.465756790239129
"545",0.377418963230525
"546",0.413762790835805
"547",0.446021268410251
"548",0.883850658620537
"549",0.365349374849798
"550",0.398347829619846
"551",0.434243575640372
"552",0.402385678235064
"553",0.402841336790413
"554",0.531273447500671
"555",0.347947757028721
"556",0.52146257424447
"557",0.480274704973173
"558",0.475112050519356
"559",0.515882853816345
"560",0.300285347765979
"561",0.499856981930285
"562",0.45989716317346
"563",0.501072258027942
"564",0.405681798068308
"565",0.504451050138922
"566",0.743773037154355
"567",0.329996460956485
"568",0.400545334317476
"569",0.416849112989156
"570",0.740536916077193
"571",0.454188026349767
"572",0.417814346911175
"573",0.385393970116077
"574",0.32681010617333
"575",0.388488051177922
"576",0.788986178390162
"577",0.415594678203791
"578",0.60830471060504
"579",0.385102343668004
"580",0.751192078555529
"581",0.463931260761923
"582",0.463254464220379
"583",0.601068112136968
"584",0.902412054883889
"585",0.478327833589418
"586",0.388302952120185
"587",0.645396022892017
"588",0.622996697441956
"589",0.56170362438233
"590",0.431252337731414
"591",0.332414655000259
"592",0.488736427789651
"593",0.450713068494959
"594",0.444947331894707
"595",0.359072722049333
"596",0.377869054795878
"597",0.551593934810879
"598",0.754629547167013
"599",0.675162718837157
"600",0.390480648813882
"601",0.865333064106224
"602",0.400213717938212
"603",0.412612249491589
"604",0.400407133281364
"605",0.403408464540605
"606",0.483992314792618
"607",8
"608",0.40389716322383
"609",0.652327877926358
"610",0.739259478492203
"611",0.375912727773732
"612",0.432943818633512
"613",0.56247118366833
"614",0.359884524468756
"615",0.864194539295175
"616",0.632141839088046
"617",0.642814277902344
"618",0.842545048758882
"619",0.39432453126084
"620",0.391662034104278
"621",0.397421350939322
"622",0.430509703262741
"623",0.845611008742698
"624",0.380392807724151
"625",0.345734387227997
"626",0.4229998945926
"627",0.739261486557826
"628",0.306103447108349
"629",0.824249917600941
"630",0.473820973509985
"631",0.414388851247922
"632",0.435044150998022
"633",0.485499610379062
"634",0.33412353583619
"635",0.418806422649827
"636",0.30398645055783
"637",0.587912246419391
"638",0.590516343679715
"639",0.466427336057384
"640",0.666217922230749
"641",0.49762052209037
"642",0.444800823578959
"643",0.458139331011968
"644",0.346666632331991
"645",0.434220630973972
"646",0.453871368526792
"647",0.714038870458318
"648",0.426331170563946
"649",0.314312836748851
"650",0.517447312643496
"651",0.706339517563818
"652",0.761250434279918
"653",0.816391325763123
"654",0.336592186305519
"655",0.790774358076834
"656",0.36553598502375
"657",0.409356140939872
"658",0.438259473704654
"659",0.49530152971516
"660",0.596942079514833
"661",0.481086858058129
"662",0.776618923632555
"663",0.497531375512725
"664",0.398810829243826
"665",0.416545978333612
"666",0.387421452188246
"667",0.496013994218852
"668",0.493075821736507
"669",0.451691731294146
"670",0.381629941885444
"671",0.785395327048666
"672",0.470000474174944
"673",0.400646795854012
"674",0.819000245106208
"675",0.477796885710765
"676",0.381004552679427
"677",0.835986906402974
"678",0.339857372316233
"679",0.492256761584087
"680",0.519610755377758
"681",0.429322879223429
"682",0.33699658455327
"683",0.314153231830884
"684",0.526185903612427
"685",0.440162455497563
"686",0.778052713916644
"687",0.302335862103572
"688",0.412953065561963
"689",0.447942121766307
"690",0.488491157338865
"691",0.475554024734179
"692",0.775054322776058
"693",0.4758218908746
"694",0.471452709967136
"695",0.301059098552511
"696",0.377998519656667
"697",0.494968700885526
"698",0.602975075637516
"699",0.437975014073893
"700",0.798799929911978
"701",0.413375001663509
"702",0.628731448317366
"703",0.428964267196839
"704",0.372768527138058
"705",0.373319716820499
"706",0.367873853979057
"707",0.352557860369975
"708",9
"709",0.440504643353278
"710",0.367332488489105
"711",0.421125775839858
"712",0.415630115561763
"713",0.407389301720805
"714",0.742596079443407
"715",0.44449333367273
"716",0.37588371880572
"717",0.554860341190099
"718",0.53589900052298
"719",0.43023225344065
"720",0.723340889896431
"721",0.352490362980597
"722",0.31907860624287
"723",0.804864868991762
"724",0.398238031629242
"725",0.756255524300503
"726",0.422141079365458
"727",0.338042356217035
"728",0.421310777545392
"729",0.751824867561857
"730",0.795262585188871
"731",0.334726062316939
"732",0.422952401218266
"733",0.309514895705644
"734",0.375930729735048
"735",0.383775994235734
"736",0.617837956830198
"737",0.433190013579583
"738",0.400848078910778
"739",0.481640517626479
"740",0.385887865095576
"741",0.774142399257612
"742",0.802932001226895
"743",0.700605997056935
"744",0.539632786222448
"745",0.557424153770266
"746",0.403661689990774
"747",0.871156381253514
"748",0.80456722581474
"749",0.427212700761093
"750",0.352258475178599
"751",0.672140936450369
"752",0.644923877553193
"753",0.437922191036829
"754",0.593444551609546
"755",0.394929790913749
"756",0.441539529395433
"757",0.392570552323026
"758",0.293430277527774
"759",0.384900241571802
"760",0.560753134848437
"761",0.459582806433104
"762",0.325616482478351
"763",0.486403332734059
"764",0.561765364994134
"765",0.457484767835402
"766",0.913411551517567
"767",0.388686199116384
"768",0.556338582902712
"769",0.43410196515092
"770",0.840327153651712
"771",0.335156605001441
"772",0.746142705306238
"773",0.575721706814842
"774",0.539084293390683
"775",0.411476090980118
"776",0.396675962103684
"777",0.436910683931182
"778",0.553112646194851
"779",0.341508127423952
"780",0.473849786114911
"781",0.587962181418186
"782",0.402274434108401
"783",0.507634682393161
"784",0.412517581152871
"785",0.900302179018928
"786",0.565621638957289
"787",0.64432899297481
"788",0.699010623698461
"789",0.432917735930285
"790",0.429462606021122
"791",0.517918122416505
"792",0.403151023622619
"793",0.828250008435784
"794",0.75475577008168
"795",0.389571680742789
"796",0.41199116550995
"797",0.447012849157814
"798",0.344160963628576
"799",0.447831307332435
"800",0.558166990080469
"801",0.341625998601143
"802",0.439446520733227
"803",0.706165046395384
"804",0.320870844958194
"805",0.558733590666268
"806",0.495805985741659
"807",0.478054400620519
"808",0.448174375207879
"809",10
"810",0.422025349327314
"811",0.870039169699514
"812",0.429949611482083
"813",0.348593850544603
"814",0.500577626434607
"815",0.415498508730974
"816",0.436761371611635
"817",0.395036313367363
"818",0.377059497543631
"819",0.41149805321356
"820",0.768955127241234
"821",0.75280932394257
"822",0.381470447144002
"823",0.348287423420025
"824",0.770131237732573
"825",0.432027024028376
"826",0.411730409370532
"827",0.46875595546221
"828",0.495124622363242
"829",0.527897784722861
"830",0.485413407242215
"831",0.416973787781957
"832",0.355935616602943
"833",0.541670743187861
"834",0.395837383593902
"835",0.470907413466494
"836",0.410287107917393
"837",0.74379442802455
"838",0.369884400997385
"839",0.437474355078475
"840",0.421963075994198
"841",0.445734916758989
"842",0.835730731784616
"843",0.801665611851143
"844",0.409103656087179
"845",0.661038494679865
"846",0.566217595721126
"847",0.497146777789256
"848",0.419351973479686
"849",0.388589694668106
"850",0.384436740634471
"851",0.425482964248476
"852",0.564670071408203
"853",0.556858394964339
"854",0.446644797869088
"855",0.778382263064247
"856",0.484981743205457
"857",0.428631113869729
"858",0.433138521865931
"859",0.388657121670838
"860",0.409508571398234
"861",0.43054268063041
"862",0.568548558285659
"863",0.390560833364144
"864",0.43358927191245
"865",0.397144409532814
"866",0.335536168493118
"867",0.433728203784947
"868",0.880454942980595
"869",0.724495984645689
"870",0.421481274491506
"871",0.366593393433505
"872",0.406607188104813
"873",0.424738860485174
"874",0.556107124228853
"875",0.359789467045458
"876",0.656074075371184
"877",0.83588748737872
"878",0.50631262320975
"879",0.430201905310887
"880",0.401714196951097
"881",0.420990796312318
"882",0.592564147877284
"883",0.411805638103074
"884",0.622573073659511
"885",0.432769072677924
"886",0.449493382654671
"887",0.850593425977805
"888",0.509946520668395
"889",0.779812936497992
"890",0.358807533914923
"891",0.364576544957587
"892",0.433798695766299
"893",0.438323169326718
"894",0.318345073423999
"895",0.858825459517998
"896",0.644871855357465
"897",0.614512711088777
"898",0.413814258514914
"899",0.413500887512724
"900",0.403069084862623
"901",0.419786937183721
"902",0.499034191399251
"903",0.52587461403427
"904",0.388338810945494
"905",0.548292941454748
"906",0.337441550703887
"907",0.642400647342814
"908",0.325205808782221
"909",0.412585681299401
